,webUrl,website,review_Tags,address,description,name,numberOfReviews,tour_Offers,rankingString,rankingDenominator,rating,rawRanking,subtype/0,image
1074,https://www.tripadvisor.com/Attraction_Review-g189400-d14543457-Reviews-BOA_Base_Outdoor_Activities-Athens_Attica.html,http://baseoutdooractivities.com/,"coasteering, niki, activity, canoeing, company, hike, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","E.O.MALAKASA SKALA OROPOU 8, Athens Greece","Base Outdoor Activities comes to change your everyday habits! 
Join us to introduce you to the world of alternative tourism and activities by doing Canyoning in Parnitha, by flying on a two-seat flight over Delphi, by doing coasteering under the ancient temple of Poseidon in Sounio or by diving in the Vouliagmeni. If you don't have enough time, join us in a ""must-see"" tour by electric scooter.",BOA Base Outdoor Activities,55,"3-Hour Private or Small Group Coasteering in Sounio, Private La Grota Via Ferrata Athens, nan, nan, nan",#44 of 382 Outdoor Activities in Athens,382,5,3.613445282,Hiking & Camping Tours,https://media-cdn.tripadvisor.com/media/photo-m/1280/17/b3/d2/60/coasteering.jpg
1075,https://www.tripadvisor.com/Attraction_Review-g189400-d23562406-Reviews-Flat_Tyres_Psycling_Club-Athens_Attica.html,http://www.flatyres.com,"aegina island, cycling tour, pistachio ice cream, bike rental, ancient temple, piraeus port, great guide, stavros, helmets, coastline, aegean, route, ferry, ride, shop, insight, company, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Thessalonikis 140, Athens 11853 Greece","Bike Tours & Rentals:
Flat Tires Psycling Club consists of people who have been using the bike not only as a means of transportation but as a way of exploring, traveling and entertainment as well, for more than 15 years.
Passion for cycling and the emotions a bike trip can offer, gave birth to this idea of offering this experience to anyone who visits Athens.",Flat Tyres Psycling Club,46,"Explore Athens by Bike, Exploring Aegina Island By Bike, nan, nan, nan",#39 of 382 Outdoor Activities in Athens,382,5,3.786705494,Bike Tours,https://media-cdn.tripadvisor.com/media/photo-m/1280/1d/b6/2c/9c/caption.jpg
1077,https://www.tripadvisor.com/Attraction_Review-g189400-d17700612-Reviews-Sharing_Greece_Trekking-Athens_Attica.html,https://www.sharinggreece.com/,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Glyka Nera, Athens 15354 Greece","Cyclades, Crete, Continental Greece, Dodecanese, Ionian Islands. Circuits of one to two weeks.
Treat yourself to a hiking holiday in Greece with an experienced local French team. Discover the nature, history and culture of different regions of Greece by following the beautiful hiking trails away from the tourist circuits.
www.sharinggreece.com - travel@sharinggreece.com",Sharing Greece Trekking,119,"nan, nan, nan, nan, nan",#12 of 382 Outdoor Activities in Athens,382,5,4.410823345,Multi-day Tours,https://media-cdn.tripadvisor.com/media/photo-m/1280/1c/9e/e6/6d/caption.jpg
1082,https://www.tripadvisor.com/Attraction_Review-g189400-d5602742-Reviews-Loukas_Special_Transfer_Services-Athens_Attica.html,http://www.greektournow.com,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan",Athens Greece,"20 years experience on Athens & Greece Transfers.Free Wi-Fi. Pick up or Drop off to Airport-Port-Train-Bus station,Cruise ships terminal special transfers offers. The driver speaks Greek & English. I and my Partners, we are NOT professional tour guides. According to the Greek legislation the driver not allowed to do guided tour through the archaeological sites,museums. If would like the services of a professional licensed tour guide please inform us.We will take care the services of professional licensed tour guide in accordance with Greek legislation. The professional licensed tour guide has extra cost. The driver is Greek nationality.",Loukas Special Transfer Services,64,"Ancient Olympia Round Trip Private Transfer from Athens, Athens & Sounio Round Trip Private Transfer, Piraeus harbour transfer Το Athens airport, Corinth,Canal,Mycenae,Epidaurus,Nafplion.Round Trip Private Transfer, Delphi from Athens Round Trip Private Transfer ","#199 of 1,148 Tours in Athens",1148,5,3.544344902,Historical & Heritage Tours,https://media-cdn.tripadvisor.com/media/photo-m/1280/26/cc/f3/21/luxury-safe-transfer.jpg
1083,https://www.tripadvisor.com/Attraction_Review-g189400-d11803854-Reviews-Shedia-Athens_Attica.html,https://www.facebook.com/shedia.streetpaper,"his life, eye opening, their lives, our tour guide, great tour, crisis, inspiring, visitors, greece, stories, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan",Athens Greece,,Shedia,54,"nan, nan, nan, nan, nan","#191 of 1,148 Tours in Athens",1148,5,3.594455719,Cultural Tours,https://media-cdn.tripadvisor.com/media/photo-o/0d/9f/8e/87/central-market.jpg
1086,https://www.tripadvisor.com/Attraction_Review-g189400-d15015003-Reviews-Athens_For_Kids-Athens_Attica.html,http://www.athensforkids.com,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan",Athens Greece,Athens for kids is a team of local licensed guides specialized in family tours and kids entertainment in the city and museums. No more just talking! Through specially designed activities children learn through their experience about Greek culture and mythology!,Athens For Kids,88,"nan, nan, nan, nan, nan","#175 of 1,148 Tours in Athens",1148,5,3.761895418,Cultural Tours,https://media-cdn.tripadvisor.com/media/photo-m/1280/15/61/8b/8e/let-me-tell-you-a-story.jpg
1097,https://www.tripadvisor.com/Attraction_Review-g189400-d2407384-Reviews-Astron_Taxi_Transfer_Day_Tours-Athens_Attica.html,http://www.astrontaxi.com,"great photos, highly recommend this company, aris, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan",Athens 15234 Greece,"Comfortable transfers, private tours and shore trips inside or outside Athens in affordable prices with comfortable Mercedes cars. English speaking drivers, wi-fi, card payment available.",Astron Taxi Transfer &  Day Tours,203,"Full Day Delphi, Full Day Ancient Olympia, Half Day Cape Sounio, Athens Half Day, Full Day Delphi-Thermopylae",#44 of 639 Transportation in Athens,639,5,4.244730949,City Tours,https://media-cdn.tripadvisor.com/media/photo-s/02/66/9d/65/temple-of-zeus.jpg
1100,https://www.tripadvisor.com/Attraction_Review-g189400-d12571165-Reviews-Trails_Beyond-Athens_Attica.html,http://www.trailsbeyond.gr,"sailing trip, vikos gorge, private guide, kythnos, dinah, zagora, cyclades, skipper, lakes, hiking, boat, itinerary, activity, archaeology, greece, sights, hiked, epidaurus, pace, george, tourists, ruins, acropolis, nan, nan, nan, nan, nan, nan, nan","Ilia Iliou 57, Athens 11744 Greece","Trails Beyond is more than an adventure travel company,it's a company made of & for travelers, devoted to offering authentic travel experiences in Greece’s lesser known places. We are strong believers that traveling is not just visiting a destination, it is all about the experience you get! We have created therefore unique, handcrafted explorations that benefit not only our travelers but also the places & people we visit. We continuously strive for minimum environmental footprint and utmost benefits both for the traveler and the hosting communities. Choose among our multi day active tours or daily city breaks from Athens. Whether you opt for a purely hiking adventure or multi activity experiences, whether you are a mountain or a sea lover, we promise to offer you a unique and authentic holiday experience!With Trails Beyond you won't just visit Greece...you will immerse yourself in the country, experience Greece from a local perspective & enjoy an adventure you will remember for years!",Trails Beyond,56,"Hellenic Alps Off-road Adventure, Wild mountains & rivers adventure (7days-private), nan, nan, nan",#23 of 191 Boat Tours & Water Sports in Athens,191,5,3.633218527,Multi-day Tours,https://media-cdn.tripadvisor.com/media/photo-o/11/43/5a/4a/trails-beyond-logo.jpg
1101,https://www.tripadvisor.com/Attraction_Review-g189400-d17143225-Reviews-City_Transfer-Athens_Attica.html,http://www.citytransfer.gr,"luggage, port, driver, company, george, greece, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan",Athens Greece,"CityTransfer is a car rental company with chauffeurs based in Athens, Greece. We organize private half-day, full-day or multi-day tours, as well as private transfers all over the country. The creation of the enterprise was based on the market’s need for qualitative and safe transfers. Our daily goal is to provide excellent travel services, by giving great emphasis on our fleet and workforce. There are three vehicle types available to choose from; Mercedes-Benz sedan (up to 3 passengers), Mercedes-Benz Long minivan (up to 6 passengers) & Mercedes-Benz X-Long minivan or Peugeot Traveller minivan (up to 8 passengers).",City Transfer,46,"Private Transfer from Athens Airport to Athens City Center, Private Transfer from Athens City Center to Athens Airport, Private Transfer from Athens Airport to Piraeus Port, Private Transfer from Athens to Loutraki, Private Transfer from Athens to Mantoudi",#70 of 639 Transportation in Athens,639,5,3.599954128,Taxis & Shuttles,https://media-cdn.tripadvisor.com/media/photo-m/1280/17/77/3c/5a/citytransfer-fleet.jpg
1105,https://www.tripadvisor.com/Attraction_Review-g189400-d26328432-Reviews-Connectphone_eSIM-Athens_Attica.html,https://connectphone.eu/,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Praxitelous 131 5th floor, Athens 18532 Greece",Offering various data packages for unlimited local connectivity in Greece and abroad . Since 2003 with 8 shops located in key Greek airports ,Connectphone eSIM,32,"E-SIM Thailand unlimited data , E-SIM Greece Unlimited Data , E-SIM Norway unlimited data, E-sim Spain Unlimited Data , E-sim USA 10GB","#196 of 1,148 Tours in Athens",1148,5,3.565958977,Self-Guided Tours & Rentals,https://media-cdn.tripadvisor.com/media/photo-m/1280/2a/65/52/1b/caption.jpg
1107,https://www.tripadvisor.com/Attraction_Review-g189400-d17626065-Reviews-Athens_Classic_Tour-Athens_Attica.html,https://www.athensclassictour.com/,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","4, Midias str Kallithea, Athens 17673 Greece","If you are a real traveler, these are the tours for you! Ιf you want to learn about Athens, its history and ancient achievements, take lessons from a turbulent past that left such a great heritage and even marvel its (almost unknown) natural wonders these tours cover any side of your interests!",Athens Classic Tour,33,"Philosophy and Democracy tour of Athens, From Mythology to Philosophy to Science Tour, The Rise and Fall of ancient Athens!, Greece Military History Tour, nan","#197 of 1,148 Tours in Athens",1148,5,3.554956436,Walking Tours,https://media-cdn.tripadvisor.com/media/photo-o/28/6a/e1/a4/caption.jpg
1109,https://www.tripadvisor.com/Attraction_Review-g189400-d23284239-Reviews-Cruise_in_Greece-Athens_Attica.html,https://cruiseingreece.gr/,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","14 Taxiarchon St., Alimos, Athens 17455 Greece","Cruise in Greece has been active in tourism since 1992, having many years of experience and specialization in maritime tourism.

In 2017 we established ourselves on the cruise, where for the first time in Greece, the one-day semi-private cruise in the Saronic islands started.

Our goal is to commit to the quality of our services but also continuous development.",Cruise in Greece,119,"Sailing the Saronic Gulf: Agistri, Moni & Aegina All-Day Cruise, nan, nan, nan, nan",#24 of 191 Boat Tours & Water Sports in Athens,191,4.5,3.63320303,Scuba & Snorkeling,https://media-cdn.tripadvisor.com/media/photo-o/1e/02/70/5f/caption.jpg
1112,https://www.tripadvisor.com/Attraction_Review-g189400-d20950919-Reviews-Awesome_Athens_Experiences-Athens_Attica.html,http://awesome-athens-experiences.com,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Vosporou 96, Athens 10435 Greece",Street art experiences in Athens led by a true Athenia couple that love street art and alternative things in the city!,Awesome Athens Experiences,55,"Awesome Street Art Tour in Athens with a Local Expert Small-Group, nan, nan, nan, nan","#180 of 1,148 Tours in Athens",1148,5,3.708593369,City Tours,https://media-cdn.tripadvisor.com/media/photo-o/1b/5b/06/5f/caption.jpg
1113,https://www.tripadvisor.com/Attraction_Review-g189400-d16849403-Reviews-SailTime_Charters_Greece-Athens_Attica.html,https://www.sailyourdream.com/,"vitamin sea, experienced sailors, weather conditions, sailing trip, his knowledge, skipper, sailboat, adriana, bays, ports, aboard, aegean, skiing, ashore, swam, cyclades, greek, greece, sights, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Alimos Marina, Athens 175 62 Greece","Your sailing holidays in Greece are only a step away!
Whether this is your first time on a boat and you're looking to find your sea legs or you're an experienced seaman that knows the ropes, sailing in Greece is the trip of a lifetime: history, delicious cuisine, traditional fishing villages, unspoiled bays Greece and its hundreds of islands is the ideal destination for your next sailing vacation.",SailTime Charters Greece,41,"nan, nan, nan, nan, nan",#28 of 191 Boat Tours & Water Sports in Athens,191,5,3.536267757,Multi-day Tours,https://media-cdn.tripadvisor.com/media/photo-m/1280/17/46/58/c7/caption.jpg
1114,https://www.tripadvisor.com/Attraction_Review-g189400-d10336508-Reviews-Traslados_y_Excursiones_en_Atenas-Athens_Attica.html,http://www.trasladosenatenas.com,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Themistokleous 44 Alimos, Athens 18345 Greece",More efficient transportation company in Athens for Spanish speakers,Traslados y Excursiones en Atenas,121,"nan, nan, nan, nan, nan",#57 of 639 Transportation in Athens,639,5,3.926011801,Private Tours,https://media-cdn.tripadvisor.com/media/photo-m/1280/21/67/f5/19/un-toque-de-elegancia.jpg
